#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Country/territory of asylum/residence,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Latin America and the Caribbean,Americas,Saint Lucia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Total population of concern,   2 ,   2 ,   3 ,   3 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Vincent and the Grenadines,Total population of concern,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Total Refugee and people in refugee-like situations,   3 ,   3 ,   3 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Asylum-seekers,  8 ,   3 ,   5 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Sint Maarten (Dutch part),Total population of concern,   11 ,  6 ,   8 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Total Refugee and people in refugee-like situations,  1 ,   1 ,   2 ,   2 ,,
Latin America and the Caribbean,Americas,Suriname,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Asylum-seekers,   4 ,   4 ,   7 ,   7 ,,
Latin America and the Caribbean,Americas,Suriname,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Suriname,Total population of concern,  5 ,   5 ,   9 ,   9 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Total Refugee and people in refugee-like situations,   113 ,   113 ,   88 ,  88 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Asylum-seekers,  81 ,  81 ,  110 ,   110 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Others of concern to UNHCR,  5 ,   5 ,   7 ,   7 ,,
Latin America and the Caribbean,Americas,Trinidad and Tobago,Total population of concern,   199 ,   199 ,   205 ,   205 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Total Refugee and people in refugee-like situations,  4 ,   4 ,   4 ,   4 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Turks and Caicos Islands,Total population of concern,  4 ,   4 ,   4 ,   4 ,,
Latin America and the Caribbean,Americas,Uruguay,Total Refugee and people in refugee-like situations,   301 ,   106 ,   306 ,   98 ,,
Latin America and the Caribbean,Americas,Uruguay,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,Asylum-seekers,  79 ,  46 ,  171 ,   82 ,,
Latin America and the Caribbean,Americas,Uruguay,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Uruguay,Total population of concern,   380 ,   152 ,   477 ,   180 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Total Refugee and people in refugee-like situations,"   173,754 ","   34,578 ","  173,999 ","   34,619 ",,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),People in refugee-like situations,"   167,060 ","   28,377 ","  167,060 ","   28,377 ",,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Asylum-seekers,   235 ,   196 ,   235 ,   196 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Venezuela (Bolivarian Republic of),Total population of concern,"   173,989 ","   34,774 ","  174,234 ","   34,815 ",,
Northern America,Americas,Canada,Total Refugee and people in refugee-like situations,"  135,888 ",  -00 ,"  135,888 ",  -00 ,e,
Northern America,Americas,Canada,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,Asylum-seekers,"   19,642 ",   -00 ,"  19,951 ",   -00 ,,
Northern America,Americas,Canada,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,Canada,Total population of concern,"  155,530 ",  -00 ,"  155,839 ",  -00 ,,
Northern America,Americas,United States of America,Total Refugee and people in refugee-like situations,"  273,202 ",  -00 ,"  272,267 ",  -00 ,ad,
Northern America,Americas,United States of America,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,Asylum-seekers,"   286,168 ",  -00 ,"  344,211 ",  -00 ,,
Northern America,Americas,United States of America,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Northern America,Americas,United States of America,Total population of concern,"  559,370 ",  -00 ,"  616,478 ",  -00 ,,
Oceania,Asia and Pacific,Australia,Total Refugee and people in refugee-like situations,"  36,917 ",   -00 ,"  36,648 ",   -00 ,,
Oceania,Asia and Pacific,Australia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,Asylum-seekers,"   20,677 ",   -00 ,"  21,505 ",   -00 ,c,
Oceania,Asia and Pacific,Australia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Australia,Total population of concern,"  57,594 ",   -00 ,"  58,153 ",   -00 ,,
Oceania,Asia and Pacific,Fiji,Total Refugee and people in refugee-like situations,  12 ,  12 ,  12 ,  12 ,,
Oceania,Asia and Pacific,Fiji,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,Asylum-seekers,   8 ,   8 ,   2 ,   2 ,,
Oceania,Asia and Pacific,Fiji,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Fiji,Total population of concern,  20 ,  20 ,  14 ,  14 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Total Refugee and people in refugee-like situations,  3 ,   3 ,   3 ,   3 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Asylum-seekers,   11 ,  11 ,  1 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Micronesia (Federated States of),Total population of concern,  14 ,  14 ,  4 ,   3 ,,
Oceania,Asia and Pacific,Nauru,Total Refugee and people in refugee-like situations,   506 ,   -00 ,   506 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Asylum-seekers,  359 ,   -00 ,   290 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Nauru,Total population of concern,   865 ,   -00 ,   796 ,   -00 ,t,
Oceania,Asia and Pacific,New Zealand,Total Refugee and people in refugee-like situations,"  1,337 ",  -00 ,"  1,413 ",  -00 ,,
Oceania,Asia and Pacific,New Zealand,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Asylum-seekers,  285 ,   -00 ,   266 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,New Zealand,Total population of concern,"  1,622 ",  -00 ,"  1,679 ",  -00 ,,
Oceania,Asia and Pacific,Palau,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,Asylum-seekers,  -00 ,   -00 ,   1 ,   1 ,,
Oceania,Asia and Pacific,Palau,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Palau,Total population of concern,   -00 ,   -00 ,   1 ,   1 ,,
Oceania,Asia and Pacific,Papua New Guinea,Total Refugee and people in refugee-like situations,"   9,510 ",  -00 ,"  9,652 ",  -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,People in refugee-like situations,"   4,581 ",  -00 ,"  4,581 ",  -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Asylum-seekers,   217 ,   -00 ,   68 ,  -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Papua New Guinea,Total population of concern,"   9,727 ",  -00 ,"  9,720 ",  -00 ,,
Oceania,Asia and Pacific,Samoa,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Samoa,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Oceania,Asia and Pacific,Samoa,Asylum-seekers,  3 ,   3 ,   3 ,   3 ,,
Oceania,Asia and Pacific,Samoa,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
